REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ
43751;CAIENA FILMES EIRELI;31474343000111
43753;PANTERA PRODUÇÕES DE FILMES LTDA.;34125508000138
43759;LUCAS BATTISTUZZO VALENTIM;15914698000128
43761;OGATA & MARTINS PRODUCAO DE VIDEOS LTDA;34325052000150
43763;F F GAVIAO PRODUCOES ARTISTICAS;24068481000135
43813;BRACHER ASSESSORIA E CONSULTORIA ARTÍSTICA EIRELI;23474618000199
43814;INSPIRAÇÃO FILMES EIRELI;34159783000172
43816;ADCA ADRIANO DUTRA COMPUTACAO & ARTE LTDA - ME;28319197000145
43818;PRODUZIR VIDEOS LTDA;33946707000144
43819;BUTTERFLY FILMES LTDA;34429702000107
43826;EDUARDO RAJABALLY FILMES - ME;08580395000150
43828;BRASIL OFERTAS INTERNET LTDA;07203312000141
43829;SOUZA PRODUÇOES FOTOGRAFICA E VIDEO EIRELI;34534793000140
43831;SAM TRANSMEDIA PRODUTORA LTDA;17765426000139
43833;ATMA ENTRETENIMENTO LTDA;23214128000153
43835;TAIGARAMEN DESENVOLVIMENTO DE JOGOS EIRELI;32403554000126
43836;LA CAJA FILMES LTDA;30178275000180
43837;PARQUE COMUNICACAO LTDA;32077740000112
43841;BIFESECO PRODUÇÕES ARTÍSTICAS LTDA ME;21294972000106
43853;ARODA COMUNICACAO RURAL LTDA ­ ME;86395027000146
43869;VÃO AUDIOVISUAL PRODUÇÕES ARTÍSTICAS - EIRELI;24665742000102
43872;MALIBU FILMS CO EIRELLI;31227608000187
43874;AGENCIA LUMINOS DE MARKETING INTEGRADO LTDA;30673175000120
43876;REI EDITORAÇÃO ELETRONICA E PLANEJAMENTO LTDA;19404526000165
43877;BANANA FILMES LTDA.;34514282000167
43880;FERNANDO MARTINS DINIZ PRODUÇÕES;31872561000104
43883;TAUMA PRODUÇÕES ARTÍSTICAS E AUDIOVISUAIS LTDA.;16614161000105
43886;DAYANE MENDES ALCANTARA VASCONCELOS;34540729000172
43888;MARCEL RODRIGUES JANUNCIO ME;27347288000121
43896;H R ISAIAS ARQUITETURA;32141034000192
43913;AZP PRODUÇÕES AUDIOVISUAIS LTDA - ME;27330272000106
43922;QUARTETTO COMUNICAÇÃO LTDA ME;27552265000159
43930;NÚCLEO SET PRODUÇÕES ARTÍSTICAS LTDA;21315200000103
43932;NA BEIRA DO PALCO PRODUÇÕES EIRELI ME;30521263000107
43935;M 3 DEZ COMUNICAÇÃO EIRELI;34516214000137
43936;PAULA TORRES GELLY LORENTE;34514495000199
43937;A R LUZ JUNIOR ME;20855861000169
43946;DRONANDO FILMAGENS E EVENTOS EIRELI;25037321000191
43947;JOÃO VITOR OLIVEIRA ROSSONI;32003473000139
43952;NO EXTINCTION STUDIOS PRODUCOES DE VIDEO EDITORA E SERVICOS DE EDUCACAO AMBIENTAL LTDA.;27721359000104
43953;OVERSONIC ESTÚDIO E PRODUÇÕES FONOGRÁFICAS;10983907000171
43954;F. M. MARTORANO NETO PRODUCOES AUDIOVISUAL EIRELI;26384195000104
43955;PAULO ABEL BARALDI;10422836000138
43961;FABIANO FOGGIATO GODINHO;32536015000165
43965;JAGUATIRIKA PRODUÇÕES LTDA;33667294000169
43966;LIVIA GOMES RUAS;21593146000168
43969;STUDIO FLY SOLUCOES LTDA;34396167000135
43972;GMEW FILMES EIRELI;34590627000161
43973;DESK PUBLICIDADE DIGITAL LTDA;33561950000144
43975;RENATO NUNES DORNELES;31406594000169
43976;RCASTILHO PUBLICIDADE EIRELI;17388963000107
44005;TAINARA MACHADO DE FRAGA;34634471000173
44006;VIDEODROME FILMES LTDA - EPP;28303678000162
44007;LM PRODUCOES ARTISTICAS;08179359000180
44008;BRAGA & BRAGA PRODUÇÃO CINEMATOGRÁFICA LTDA.;33906687000188
44014;GRAO DIGITAL COMUNICAÇÃO INTEGRADA;24195456000112
44018;VOLTZ DESIGN LTDA;01160573000145
44019;PANIC MONSTER PRODUÇÕES ARTÍSTICAS LTDA;30410259000171
44027;R. P. DE LIMA;25040628000141
44028;COLONIA FILMES PRODUCOES CINEMATOGRAFICAS LTDA;32320387000150
44029;R. CZEKALSKI OLIVEIRA - FOTOS;08574611000155
4403;FRANCISCO HENRIQUE GONÇALVES ALMEIDA;07462434000152
44030;PROVESI CRIACOES, PRODUCOES E EVENTOS CULTURAIS LTDA;32542013000189
44032;TOV - PROMOCOES E EVENTOS EIRELI;34396100000109
44036;BRF ENTRETENIMENTO EIRELI;11469250000191
44043;COLCHETE MARKETING DIGITAL LTDA;34263476000137
44048;YALUB STUDIO & PRODUCOES EIRELI;09912194000176
44051;JOAO LEAL ALVES - PRODUCOES CINEMATOGRAFICAS;31940074000131
44053;A F D SALLES SERVIÇOS DE AUDIOVISUAL E PUBLICAÇÕES;34676829000120
44054;MANUELA FETTER NICOLETTI EIRELI;29164122000103
44056;M S DE MENEZES DA SILVA - ME;22930840000196
44057;M F PRODUÇÃO AUDIOVISUAL LTDA;31649060000163
44058;VIDA PROUDUÇÕES LTDA ME;10293241000120
44059;LA PRODUCAO AUDIOVISUAL, CINEMA, TV, PUBLICIDADE E MUSICA LTDA - EPP;28290735000116
44090;LAGON FILMES LTDA;31625786000166
44105;ORUNMILA PRODUÇÃO AUDIOVISUAL DE EVENTOS CULTURAIS LTDA;34130168000133
44109;PARTY PRODUCOES EIRELI;32291229000119
44110;TCF PRODUÇÕES LTDA;34210489000148
44111;NMEGA PRODUCOES EIRELI ME;24315642000148
44113;R R MARTINS;34829415000194
44114;CAMILA VEIGA PRODUÇÕES ARTÍSTICAS;25118002000100
44116;CARAMBOLA PRODUÇÃO DE FILMES LTDA;34087285000161
44125;KINO VERTIGEM PRODUÇÕES LTDA;33804404000197
44126;FRANCISCO FERRARI MAXIMILA - ME;16549751000100
44128;BUKAYA FILMES EIRELI;34551768000175
44129;CAMBARÁ ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA LTDA ME;33865492000137
44131;RICO FILMES EIRELI;27433654000165
44132;DANDICO PRODUÇÕES LTDA;31088266000161
44136;P52 VIDEO PRODUÇÕES LTDA.;30039884000159
44150;WOMBAT PRODUÇÕES E CONTEUDO LTDA;09411402000153
44151;REDSHIFT PRODUCOES LTDA;33456503000125
44159;BRITO E LOPES PRODUCAO CINEMATOGRAFICA LTDA;34478498000114
44163;OKE ESTÚDIO DE COMUNICAÇÃO LTDA;15604475000164
44170;JOSEMAR RIBEIRO PRODUCOES ARTISTICAS EIRELI;34865343000130
44171;HENRIQUE MOURAO CARNEIRO ROCHA 05038745660;17934087000177
44181;LIVEMODE SERVICOS DIGITAIS S.A.;29037988000145
44183;IPPON PRODUÇÕES EIRELI;30550991000147
44184;JANAINA MARA DE SOUZA ME;33211001000134
44186;JULIANA A MOREIRA PRODUCAO ME;33258471000153
44193;OUTRA POST PRODUÇÕES LTDA;10626854000131
44194;RD COMUNICAÇÃO LTDA;22168174000109
44195;LYFX FILMS COMUNICACOES EIRELI;22071389000107
44196;FLAVIO DOS SANTOS CINE PRODUÇÕES;00232805000160
44203;CAFE ROYAL FILMES LTDA;34258649000129
44205;ZP PRODUCOES ARTISTICAS EIRELI;11678973000109
44212;ARAM PRODUTORA DE FILMES E DOCUMENTÁRIOS LTDA.;68624089000109
44213;LUIZ FERNANDO SANETI;33950982000131
44244;ASMANA FILM PRODUCTION LTDA;34022402000109
44246;MAQUINAMAQUINA PRODUÇÕES ARTÍSTICAS LTDA;16480313000124
44247;DIOGO LEITE DA SILVA PRODUTOR;31174503000107
44248;CELIO FERREIRA DUTRA JUNIOR;16657799000123
44250;SIPA FILMES LTDA;09071661000182
44253;VIA MOSAICO DESENVOLVIMENTO ORGANIZACIONAL LTDA;13212215000118
44255;ANDERSON DA SILVA ABRACOS - ME;19721236000145
44267;LUA DE MARÉ PRODUÇÕES LTDA.;26338521000147
44268;THE MOSANER CONTENT LTDA - EPP;15385473000121
44270;ANDERSON DEL DUQUE JORGE;31083240000120
44272;INTERATIVA CONSULTORIA DOCUMENTAL E CULTURAL LTDA;28641204000120
44274;T2 COMUNICAÇÃO VÍDEO E PRODUÇÕES EIRELE EPP;23721017000133
44292;INSTITUTO CPFL;07234440000152
44295;LUI FILMES E PUBLICIDADES LTDA;34688961000152
44297;VERDE & AMARELO PRODUCOES LTDA;34487093000142
44300;TRÓPICO FILMES LTDA,;15733244000150
44307;BROKA PRODUCAO CINEMATOGRAFICA EIRELI;32149173000162
44310;PAULO CESAR BARRETO DE SOUZA;34076409000103
44311;BITCOM FRANCHISING & BRANDING LTDA;32325991000179
44315;CONECTIVOS PRODUCOES AUDIOVISUAIS EIRELI;34426982000108
44319;FILL CONTENT PRODUCOES DE VIDEO LTDA;29113570000170
44325;ANIELLO SOLUÇÕES CORPORATIVAS EIRELI;20794476000159
44326;FOXES ESTUDIO DE COMUNICACAO LTDA;25248008000100
44331;GLITTER PRODUÇÕES ARTÍSTICAS LTDA;09477867000107
44332;S P DE SOUZA PRODUÇÕES ME;21141011000161
44333;JULIANA BRUCE OLIVEIRA;32545259000104
44339;M B DASSUMPCAO;34668989000128
44343;WISH GESTAO DE NEGOCIOS E CARREIRAS EIRELI;33646568000133
44347;GRUPO ORIUNDO PRODUÇÕES ARTÍSTICAS EIRELI - ME;10378491000162
44350;TALAGUIM PRODUÇÕES LTDA;11297409000138
44351;HIPERCUBO PRODUCOES DE VIDEOS LTDA;32325796000149
44353;MARCOS PIFFER FOTOGRAFIA E EDITORA LTDA;59951848000149
44355;KERNO COMUNICAÇÃO E PUBLICIDADE;27004052000192
44377;GANDOLFILMES LTDA;14255847000121
44380;PRODUTORA PRADO LTDA;34915987000196
44382;INSPIRAD PRODUÇÕES LTDA;30708518000145
44383;J F MACIEL PRODUTORA DE VIDEOS - ME;26773452000108
44385;EBS PRODUCOES & FINALIZAÇÕES ARTISTICAS EIRELI;33818960000112
44399;FILMES POSSÍVEIS PRODUÇÕES CINEMATOGRÁFICAS EIRELI;26600180000136
444;FILME B COMUNICAÇÕES S.A;01918811000139
44400;VINHETA COMUNICAÇÃO ESTRATÉGICA LTDA;21596194000100
44402;AMAZONAS E BARBOSA PRODUÇÕES LTDA;09070698000196
44407;PRODUTORA BOX PUBLICIDADE E AUDIOVISUAL EIRELI;34720816000101
44410;ALEXANDRE DIAS DA SILVA NOGUEIRA;11874006000104
44411;AGARTHA FILMES EIRELI EPP;22259888000114
44412;CONTEÚDO SERVIÇOS DE PRODUÇÃO PARA CINEMA, TV E INTERNET LTDA;29973882000153
44419;GRATTITUDE FILMS PRODUCTIONS LTDA;30693863000152
44421;IZABEL DOS SANTOS SILVA CINE PRODUÇÕES;08886595000136
4443;J.M.L PRODUÇÕES DE VÍDEOS LTDA.;01977475000103
44453;G.A REPRESENTAÇÕES ARTÍSTICAS EIRELI;35027204000109
44458;RASTRO COMUNICAÇÃO DIGITAL LTDA;15783123000113
44461;PINZ E JUNQUEIRA LTDA;34158757000120
44462;A R MOREIRA;26026790000178
44465;ZS FILMES PRODUCAO CINEMATOGRAFICA LTDA;34488383000100
44466;CEOS MARKETING DIGITAL LTDA;25990290000199
44471;ELITON JOÃO DE OLIVEIRA PRODUÇÕES CINEMATOGRÁFICAS E LITERÁRIAS EIRELI;34565003000194
44472;A&L PRODUÇÕES E VÍDEOS LTDA;09044071000160
44474;MARQUES PRODUÇÕES LTDA;10657684000152
44475;FERRAZ & COIMBRA PUBLICIDADE LTDA;32996583000149
44477;WW CONTEÚDO E PROCESSAMENTO DE VÍDEOS E FOTOS LTDA;35101686000191
44478;100LIMITESFILMES LTDA.;32846484000180
44498;FERNANDO TONIOLO SANINI EIRELI ME;08463164000167
44499;SOMOS COMUNICACAO COMUNITARIA E PROJETOS EIRELI;12768821000151
44512;JWB PRODUCAO DE IMAGENS CRIACAO & EVENTOS EIRELI;26235890000104
44523;AGYLE PRODUTORA DE EVENTOS LTDA;13860501000190
44524;LOALBA PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;21258410000107
44525;TRUCO-SEIS FILMES LTDA;34832081000108
44527;RICARDO TADEU DE SANT ANNA FERNANDES;22101557000151
44529;3K FILMS PRODUÇÕES CINEMATOGRÁFICAS LTDA;34884153000160
44530;MARCAS E MÁQUINAS PRODUÇÕES LTDA;33934198000130
44533;ADRIANO BORGES CAMPOS EIRELI;30773665000107
44534;EXPRESSÃO 5 COMUNICAÇAO LTDA;29272966000160
44536;E&G PRODUÇÃO AUDIOVISUAL LTDA.;35009477000112
44543;CÃO BRAVO PRODUÇÕES LTDA;18705122000149
44544;CASTILHO COMÉRCIO E SERVIÇOS DE PUBLICIDADE EIRELI;34532143000166
44545;D. CANDELORIO JUNIOR ME;14051559000155
44546;M.R. CORREIA PRODUTORA;33135651000148
44551;J.A.T. MINEIRO PRODUÇÕES;33804979000100
44579;EMBAIXADA CONSULTORIA EM PUBLICIDADE E COMUNICAÇÃO EIRELI;33537138000183
44580;ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.;21229657000103
44583;SOL E LUA ESTÚDIO E PRODUÇÕES LTDA;03015552000161
44584;ZEPP FILMES LTDA;35339160000144
44585;LOUPAN PRODUCOES EIRELI;34878671000171
44588;DORALICE NEVES PERRONE CONSULTORIA E MARKETING;28255980000192
44590;AMAZONAS PRODUTORA CINEMATOGRAFICA LTDA;14899567000156
44609;OS ARCONIROS PRODUÇÕES ARTÍSTICAS LTDA- EPP;19373073000157
44610;NGN TREINAMENTOS E PRODUCOES CULTURAIS LTDA;28393014000131
44611;LAVOSIER PEREIRA DE LIMA E CIA LTDA;11886226000158
44613;JULIANA FILMES PRODUÇÕES ARTÍSTICAS LTDA;34614831000175
44614;DATA PRODUÇÃO DE EVENTOS E PROPAGANDA LTDA;11965350000109
44619;A M PEREIRA DESIGN ME;13266688000106
44620;ALESSANDRO MARTINI ZANETTI;24636242000134
44640;TUIA COMUNICACAO LTDA;25343073000107
44648;ART MIL PRODUCOES OFICINAS E EVENTOS CULTURAIS LTDA;14105727000148
4465;30 PÉS FILMES LTDA.;07447850000181
44650;1 KILO GRAVADORA E EDITORA EIRELI;29318673000176
44676;ARCADE PRODUCOES CINEMATOGRAFICAS DE FILMES EIRELI;33908496000155
44679;V2P PRODUCOES LTDA;31631646000109
44680;CINESERRA PRODUÇÃO AUDIOVISUAL LTDA;19435658000154
44683;BLACK STONE PRODUÇÕES;15587434000107
44686;ELDER MONTEIRO DE ALMEIDA;34682307000131
44689;E. C. DA COSTA FILHO - DESIGN;20393892000145
44695;QUAL VÍDEO MULTIMÍDIA LTDA;96248406000167
44696;NETWORK PARTICIPAÇÕES S.A.;19374466000185
44698;KKI AGÊNCIA DE PUBLICIDADE;30542149000163
44701;FOR PLUS PROPAGANDA LTDA;26686270000191
44703;HSTENIO FILMES EIRELI;30765182000152
44704;CINTRA PRODUÇÃO IMAGEM E MARKETING LTDA ME;34969158000196
44705;ZIDEIA PRODUCTIONS LTDA;04658222000157
44709;AGROFILMES PRODUCAO AUDIOVISUAL EIRELI;33415024000160
4471;MOONSHOT CREATIVE LAB PRODUÇÕES ARTÍSTICAS LTDA.;67942250000111
44712;WELISMAR PEREIRA DA SILVA ME;12042219000132
44717;PIRANHA FILMES LTDA-ME;33538493000177
44718;BRING COMUNICAÇÃO INTEGRADA LTDA ME;13337517000112
44722;CARPA PROPAGANDA E MARKETING EIRELI;33773048000191
44746;ERIK DEAGO DE OLIVEIRA;34686540000192
44748;SELFLESS PRODUTORA LTDA;24153353000190
44752;MAVO CONTENT - PRODUCAO CINEMATOGRAFICA LTDA;35502149000153
44753;THIAGO BARROS DE ANDRADE;31260750000126
44756;COUTINHO PRODUÇÕES E EVENTOS LTDA;15185005000103
44761;CELSO CUNHA BASTOS;28041542000121
44765;DANIELA MACHADO CARDOSO;17239662000111
44766;PEDRO HENRIQUE REPRESENTA PRODUCOES;12251201000140
44769;SCHFIGUER ARTISTICAS E CULTURAIS SIMPLES LTDA;07913459000125
44773;P C J G COMERCIO E MARKETING LTDA;21848792000129
44777;ACONTECE, OFICINA DE IDEIAS LTDA;33462661000198
44778;ESTÚDIO BICHARADA LTDA ME;26728651000196
44780;4US SERVIÇOS ARTÍSTICOS LTDA - ME;13437109000132
44781;GC PRODUÇAO ARTISTICA E DIGITAL LTDA;35610888000169
44782;RAFAELA D. PAVIN;20266195000123
44784;CLOSER PRODUÇÃO AUDIOVISUAL E FOTOGRAFIA LTDA;31999793000128
44785;ROSARIO STUDIO FILMAGENS, PRODUÇÕES E DISTRIBUIÇÕES CINEMATOGRÁFICAS LTDA;34920274000110
44786;ESMON VIEIRA PRIMO;00978894000199
44787;CANOG PRODUÇÕES ARTÍSTICAS LTDA ME;26559601000122
44788;FABRICA DE FILMES PRODUCOES LTDA;35165739000138
44789;MULTISERVICE SERVIÇOS CINEMATOGRÁFICOS LTDA;06368995000124
44792;V. A. FOGAROLLI;31172871000116
44794;CASA DA GENTE PRODUCOES E EDITORA LTDA;18451912000145
4480;LASER VÍDEO PRODUÇÕES LTDA.;12284683000135
44801;YELLOW BUNKER SERVICOS DE PRODUCAO VISUAL EIRELI - ME;23644091000101
44815;JIRAU PRODUÇÕES CINEMATOGRÁFICAS LTDA;34739197000105
44819;OSMOSE CURSOS TÉCNICOS LTDA;10598417000151
44823;G P DA SILVA PRODUÇÕES E FILMAGENS;34484966000163
44828;ANDRE RICARDO BRUNETTA;32025820000124
44830;EARTHQUAKE DIGITAL SERVIÇOS DE AUDIOVISUAL LTDA;35367701000148
44832;GARDA DISTRIBUIDORA DE FILMES LTDA;34433654000120
44839;TEREZA VIOLETA DE QUEIROZ MARTINEZ PRODUÇÕES;23656414000179
44845;A PIAZADA FILMES EIRELI;32554049000182
44847;PAPAYA FILMES LTDA;34146051000148
44865;GONÇALVES E SILVA PLANEJAMENTO EMPRESARIAL LTDA;10425636000139
44866;FLY FILMES LTDA;20811810000135
44868;MAIK ANDRE FANTIN ME;07843288000105
44869;SWISS PARK PRESTACAO DE SERVICOS LTDA;01916961000103
44870;D Z DE SOUZA COMUNICAÇÕES LDTA;23424225000170
44871;VIDEO CAFE PRODUCOES DE FOTOS E VIDEOS LTDA;32662541000171
44880;RENATO NUNES REBOUCAS DOS SANTOS ME;29255248000185
44883;MADE IN BRAIN COMUNICAÇÃO EIRELI;20749937000171
44884;IDEIAS DEMAIS PRODUÇÕES ARTÍSTICAS - ME;18272962000165
44896;MAURO DE CASTRO SILVA;31647123000142
44900;HISTORY DIGITAL PRODUÇÕES LTDA;33116749000158
44901;PLAYER SERVICOS DE COMUNICACAO LTDA;29543745000189
44902;CINTIA DE AGUIAR LIMA 11055130764;35668792000151
44903;SHEURY MANUELA SILVA NEVES EIRELI;17274368000140
44904;CAMBOA AUDIOVISUAL PRODUÇÃO E ARTE LTDA;12952316000162
44906;LEOFARIA FOTOGRAFIA EIRELI;07382334000116
44907;METAVIDEO PRODUÇÃO E COMUNICAÇÃO LTDA;29356201000108
44908;READYMADE SERVIÇOS CULTURAIS EIRELI;21854106000122
44912;RENSGA PRODUÇÕES CULTURAIS LTDA.;33471073000110
44913;CARNEIRO DE OURO - AUDIOVISUAL E TECNOLOGIA LTDA;33494572000123
44917;O PRAIALTA PRODUCOES DE FILMES LTDA;30330601000123
44918;DANIEL FERNANDES CONTABILIDADE E AUDIOVISUAL;34766926000104
44919;F/A PRODUTORA DE FILMES E VIDEOS EIRELI;30184779000103
44921;LUIS HENRIQUE MULLER BIEGER;20491875000140
44924;SCENE FILMES PRODUTORA LTDA;35646642000147
44926;BREITHNER MONTEIRO FILMES CRIAÇÕES E PRODUÇÕES LTDA;33280681000148
44927;MÃO CHEIA PRODUÇÕES EIRELI;03291268000118
44928;GAMA PRODUÇÕES LTDA;28720670000100
44942;CZ CONTENTS PRODUTORA LTDA;35251549000133
4495;JOSÉ INÁCIO BRANDÃO - ME;00373973000176
44956;THAIS SERRA DE LIMA EIRELI;32953599000174
44959;LH FILMES LTDA;35267036000110
44960;HF TECNOLOGIA LTDA;08545186000176
44962;SKENE - ADMINISTRACAO E PRODUCAO DE PROJETOS CULTURAIS LTDA;05403160000103
44965;ADRIANA LÚCIA NOLASCO;17475287000109
44981;VIU MARCAS SERVIÇOS DE MARKETING LTDA;30835197000140
44983;ÔXE EVENTOS EIRELI ME;07120464000180
44984;ACACA PETOPACA STUDIO LTDA;35012877000187
44985;BICICLETA BRANCA CRIAÇÕES E PRODUÇÕES LTDA;32216407000147
450;BOSSA PRODUÇÕES LTDA;04876666000169
45005;SYLVIA PESSOA DE ALMEIDA;26047245000168
45006;BAGNOLI & WERNECK EDITORA LTDA ME;26350362000104
45007;ALEXANDRE CARONE RACHID;34231839000152
45008;ARTECORPO TEATRO E CIA EIRELI;26841138000107
45009;ROBSON PEREIRA BOTELHO RAMOS PRODUÇÕES;12021443000148
45010;BARBA & CABELO PRODUÇÃO AUDIOVISUAL EIRELI;31947577000139
45011;CELEIRO PRODUÇÕES LTDA. ME;04256039000125
45014;MAKEBOOM PRODUCOES LTDA - EPP;23306241000169
45016;CHESS INDÚSTRIA COMÉRCIO E SERVIÇOS LTDA;28001803000180
45017;BUIU EVENTOS E AGENCIA DE TALENTOS EIRELI;20638233000121
45019;GRIFA FILMES LTDA;33982904000119
45020;VETOR PRODUÇÕES E COMUNICAÇÃO LTDA ME;25247812000167
45042;CHUVA PRODUTORA AUDIOVISUAL;22061002000123
45046;RENATO SANTOS DE AZEVEDO ME;19634561000170
4505;BURACO DE BALA PRODUÇÕES AUDIO VISUAIS LTDA.;04409572000180
45050;JCS PRODUÇÕES AUDIOVISUAIS E DIREÇÃO ARTÍSTICAS LTDA;17255356000179
45052;IMF PRODUÇÕES LTDA.;22142693000190
45053;CESAR LUIZ LEITE;22417785000135
45062;ÁSPERA PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFCAS LTDA;28872690000198
45064;GSM PRODUÇÕES EIRELI;25017501000101
45069;ENCANTO PROMOÇÕES E PRODUÇÕES DE EVENTOS LTDA;10499311000109
45070;TOP SIGNAL EIRELI;24427984000150
45071;DOGANA BOUTIQUE DIGITAL & SERVIÇOS DE PRODUÇÃO CINEMATOGRÁFICA LTDA.;35485214000180
45072;CAMARGO E PIZIOLO LTDA;31462543000154
45081;BRUNO MELO DA SILVA;27130885000108
45087;CAMILA FLORENTINO LIMA;27545322000172
45088;BRODERS FILMES LTDA;29620505000130
45092;A TROPA PRODUÇÕES;20607724000105
45093;GUILHERME BREHM ELIAS;33895547000151
45094;HN PRODUÇÕES LTDA.;13544905000174
45102;DIVERSITY COMUNICAÇÃO E PRODUÇÃO DE CONTEÚDO EIRELI;27514037000194
45104;CLICK DE GENTE IMAGENS E SERVIÇOS EIRELI;05465722000135
45110;J PIRES COMERCIO ME;09121996000168
45111;NAV PRODUCOES ARTISTICAS LTDA;34509144000190
45114;LT3 STUDIOS EIRELI;16780750000163
45115;HOTZ & PLOTZ CREATIVE CONTENT LTDA;33457654000106
45119;UMA ROSA FOTOGRAFIA E FILMAGEM LTDA;24925496000172
45124;R. A. DE CARVALHO PRODUTORA;27854838000107
45126;ESCARLATE CONTEUDO & ENTRETENIMENTO EIRELI;35834540000155
45128;TERCEIRO FATOR PRODUÇÕES LTDA;35939946000100
45144;LUC77 PRODUTORA DE FILMES EIRELI;21981573000113
45145;BLUFILME PRODUÇÕES EIRELI;35950640000147
45147;CAMILA DE LIMA SOUSA 08448453611;26206605000127
45148;DE FRANCISCO EDITORA E EVENTOS LTDA;20895818000127
45149;PETERMANN PRODUÇÕES EIRELI;24104571000134
45154;META PRODUÇÕES ARTÍSTICAS LTDA;13835980000194
45163;BOCAINA CIÊNCIAS NATURAIS & EDUCAÇÃO AMBIENTAL LTDA;15649047000158
45166;FLAVIO LANGONI E LIVIA PINAUD PRODUC¸O~ES AUDIOVISUAIS LTDA;33855058000176
45168;MORGADO PRODUÇÕES ARTISTICAS LTDA;05639212000137
45169;IHCRIEI MIDIA E DESENVOLVIMENTO PROFISSIONAL EIRELI;33603755000130
45170;CRISTIANO DONIZETI PEDRO COMERCIO E SERVICOS LTDA;23194678000158
45171;OBI FILMES E CRIACAO CULTURAL EIRELI;35551857000184
45181;INSTITUTO TATURANA;35536160000134
45187;PUBLITAKE PRODUTORA E SERVIÇOS LTDA;28863578000190
45188;DANIEL DE PAIVA DA SILVA LEAL ME;23049289000139
45189;RODRIGO GODOI MOREIRA;28655230000108
45191;STORM FILMS EIRELI;16498829000104
45194;WIDE TECNOLOGIA LTDA ME;13807309000130
45196;SOMMA SERVIÇOS DE COMUNICAÇÃO;20549639000138
45197;RICARDO FERNANDES RODRIGUES EIRELI;35594684000181
45201;VISUALIZE PROPAGANDA LTDA;15129312000177
45204;BUREAU DE CULTURA E TURISMO LTDA;11848554000160
45206;RAUL GAZOLLA PROJETOS CULTURAIS E ARTISTICOS EIRELI EPP;26569438000189
45209;LUIZ CARLOS MAIA JUNIOR PRODUÇÕES;31475942000150
4521;RFREITAS PUBLICIDADE EIRELI;03922222000150
45212;ARIRANHA PRODUCOES ARTISTICAS;36242180000165
45225;VIDA IMAGINÁRIA PRODUÇÕES CINEMATOGRÁFICAS LTDA.;10439316000138
45227;KILOMBA PRODUCOES LTDA;33163124000147
45230;CONCEITOH PRODUTORA DE FILMES E EVENTOS LTDA;35796172000106
45231;DESDOBRO PRODUÇÕES EIRELLI;01224405000176
45247;WAGNER A. ROSA MARKETING E EDICOES;08453790000172
45249;MAURICIO ERACLITO MONTEIRO FILHO;30207436000117
4525;GIRAFA FILMES LTDA;07490019000102
45250;PROA CULTURAL LTDA;12705052000142
45251;ROBSON ARENHARDT;19553231000150
45253;SHOOTING FILMES LTDA;13909633000169
45257;FLO PRODUCOES E ENTRETENIMENTO - EIRELI;17944629000192
45258;BENDYTA PRODUÇÃO CULTURAL LTDA - ME;03606143000130
45260;AZEVEDO PRODUÇÕES CINEMATOGRÁFICAS EIRELI;04367994000130
45261;BERINJELA PRODUTORA CRIATIVA LTDA;36093529000144
45262;CHAVES E RODRIGUES LTDA;35669677000100
45264;EDUARDO DUARTE JORGE - ME;34764523000126
45266;GILVAN BARRETO ARTE E CULTURA LTDA;29261569000192
45267;COCRIAÇÃO EDITORA EIRELI;58252966000104
45268;ANA CAROLINA GODEFROID ME;07467603000147
45270;GABRIEL GODEFROID CARNELOS;36233933000176
45274;ARTE EM CURSO LTDA;21235013000110
45276;KASARAO FILMES LTDA;35365403000119
45277;AGÊNCIA NORDEN COMUNICACAO AUDIOVISUAL LTDA;35288379000161
45285;AB FILMES PRODUTORA DE VIDEO EIRELI ME;31864205000149
45288;TRINDADE CINE PRODUÇÕES CINEMATOGRÁFICAS LTDA;35593643000170
45292;ALEGRIA EXIBIDORA CINEMATOGRAFICA - EIRELI;35739380000165
453;FAROLCINE PRODUÇÕES LTDA - ME;04518672000144
45300;LUCCA MATTOS MELO;17622528000103
45305;STATIZO PROJETOS ESPECIAIS - EIRELI;04904977000194
45310;MIÚDO CINEMATOGRAFICO PRODUÇÕES ARTISTICAS LTDA;35557069000103
45315;METAFORIA PRODUCOES ARTISTICAS LTDA;36429662000129
45316;KAIZEN FTM.GZ PRESTACAO DE SERVICOS DE PRODUCAO MUSICAL EIRELI;36380362000100
45321;ESTÚDIO TREMA ANIMAÇÃO DIGITAL LTDA;36360710000170
45326;ALEX SANDRO FELTRE DE CAMPOS;17127488000115
45327;AMÁLGAMA ENTRETENIMENTO LTDA;34943588000139
45328;COBALTO PRODUÇÕES AUDIOVISUAIS LTDA.;33613994000170
45329;EDUARDO AUGUSTO SANTOS PINTO ME;31327589000160
45330;A/V MIDIA LOCAÇOES LTDA EPP;04679255000183
45332;SINEDOQUE COLETIVO CRIATIVO LTDA;26581248000187
